,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,year,cand_type
861,H0GA09238,"UNDERWOOD, ETHAN",O,2,REP,334150.0,0.0,334150.0,0.0,0.0,0.0,0.0,200000.0,0.0,4881.11,0.0,0.0,133150.0,GA,9.0,,,,,,1000.0,0.0,09/30/2020,4800.0,0.0,2020,H
862,H0GA09246,"CLYDE, ANDREW",O,2,REP,1933971.19,0.0,1925862.71,0.0,0.0,8108.48,2934.55,1495000.0,0.0,317636.36,0.0,830000.0,230326.49,GA,9.0,,,,,,153800.0,6000.0,12/31/2020,1000.0,0.0,2020,H
863,H0GA09253,"TOLIN, TYLER JAMES",O,2,REP,2005.0,0.0,2005.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,1405.0,GA,9.0,,,,,,0.0,0.0,03/09/2020,0.0,0.0,2020,H
864,H0GA09261,"STRICKLAND, MARIA D.",O,2,REP,33607.18,0.0,33645.76,0.0,947.46,-882.65,0.0,33557.49,0.0,0.0,0.0,0.0,49.69,GA,9.0,,,,,,0.0,0.0,06/28/2020,882.65,0.0,2020,H
865,H0GA09279,"WEEKS, KELLIE",O,2,REP,6720.0,0.0,6720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6720.0,GA,9.0,,,,,,0.0,0.0,12/30/2020,0.0,0.0,2020,H
866,H0GA10228,"CATES, CHRISTOPHER U MD",C,2,REP,0.0,0.0,0.0,0.0,442.11,442.11,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,GA,9.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
867,H2GA09150,"COLLINS, DOUGLAS ALLEN",I,2,REP,1858809.75,93236.72,2706291.12,1649531.3,853081.48,5600.11,0.0,0.0,0.0,0.0,0.0,0.0,1053221.03,GA,9.0,,,,,,711352.0,0.0,12/31/2020,21141.88,2700.0,2020,H
868,H6GA09243,"BROUN, PAUL",O,2,REP,199267.0,0.0,199234.88,0.0,1316.9,1349.02,0.0,6000.0,0.0,0.0,0.0,94324.88,166247.0,GA,9.0,,,,,,27000.0,0.0,12/31/2020,13955.0,0.0,2020,H
869,H0GA10269,"FERGUSON, ANDREW",C,1,DEM,19901.51,0.0,19901.51,0.0,0.0,0.0,0.0,6463.29,0.0,959.37,0.0,0.0,13438.22,GA,10.0,,,,,,0.0,0.0,06/30/2020,0.0,0.0,2020,H
870,H8GA10148,"MONTGOMERY, CHALIS POMEROY",C,1,DEM,0.0,0.0,713.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GA,10.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
871,H8GA10197,"JOHNSON-GREEN, TABITHA",C,1,DEM,15057.96,0.0,12463.57,0.0,0.0,-8.11,0.0,0.0,0.0,0.0,0.0,0.0,14997.45,GA,10.0,,,,,,0.0,60.51,12/31/2020,250.0,0.0,2020,H
872,H0GA07125,"HICE, JODY",I,2,REP,600996.55,0.0,462698.35,0.0,111617.99,249916.19,0.0,0.0,0.0,0.0,0.0,65100.0,409646.55,GA,10.0,,,,,,191350.0,0.0,12/31/2020,4300.0,750.0,2020,H
873,H2GA10117,"SIMPSON, STEPHEN K MR.",O,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GA,10.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
874,H4GA10071,"COLLINS, MICHAEL A JR",O,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155941.43,0.0,GA,10.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
876,H0GA11036,"BARRETT, DANA",C,1,DEM,404625.2,0.0,394976.88,0.0,0.0,9648.32,2800.0,5564.78,0.0,0.0,0.0,5564.78,392689.34,GA,11.0,,,,,,3571.08,0.0,12/31/2020,0.0,0.0,2020,H
877,H0GA11044,"NUCKOLLS, HADEN ASHER",C,1,DEM,3043.42,0.0,0.0,0.0,0.0,3043.42,0.0,0.0,0.0,0.0,0.0,0.0,3043.42,GA,11.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
880,H4GA11061,"LOUDERMILK, BARRY",I,2,REP,899982.15,13808.57,723065.86,0.0,195915.3,372831.59,0.0,0.0,0.0,0.0,0.0,0.0,237036.99,GA,11.0,,,,,,638050.0,0.0,12/31/2020,3628.3,7500.0,2020,H
881,H0GA12059,"JOHNSON, ELIZABETH (LIZ)",C,1,DEM,72360.98,0.0,72360.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69585.0,GA,12.0,,,,,,2575.98,200.0,12/31/2020,300.0,0.0,2020,H
882,H0GA12067,"STEINER, DAN",C,1,DEM,15295.06,0.0,16090.06,0.0,0.0,-795.0,15295.06,0.0,0.0,0.0,0.0,0.0,0.0,GA,12.0,,,,,,0.0,0.0,06/09/2020,0.0,0.0,2020,H
884,H2GA12113,"MCLEOD, DANIEL WRIGHT",C,2,REP,41.46,0.0,41.46,0.0,124.99,124.99,0.0,41.46,0.0,0.0,0.0,142852.0,0.0,GA,12.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
885,H2GA12121,"ALLEN, RICHARD W",I,2,REP,1232199.41,5467.35,666047.82,0.0,80757.79,646909.38,0.0,0.0,0.0,0.0,0.0,1125000.0,880755.18,GA,12.0,,,,,,344250.0,0.0,12/31/2020,1502.5,0.0,2020,H
887,H0GA13123,"PETERS, JANNQUELL",C,1,DEM,20867.42,0.0,19677.82,0.0,0.0,-3684.68,0.0,0.0,0.0,0.0,0.0,0.0,20867.42,GA,13.0,,,,,,0.0,0.0,03/31/2020,0.0,0.0,2020,H
888,H0GA13156,"WAITES, KEISHA",C,1,DEM,875.0,0.0,0.0,0.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,GA,13.0,,,,,,0.0,0.0,05/20/2020,0.0,0.0,2020,H
889,H2GA13012,"SCOTT, DAVID ALBERT",I,1,DEM,1228393.21,0.0,1142722.37,0.0,375977.64,461648.48,0.0,0.0,0.0,0.0,0.0,36350.0,185206.62,GA,13.0,,,,,,1027900.0,0.0,12/31/2020,500.0,0.0,2020,H
891,H0GA13131,"HITES, BECKY E",C,2,REP,63879.77,0.0,63306.05,0.0,0.0,573.72,0.0,18379.93,0.0,0.0,0.0,18966.43,45129.0,GA,13.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
892,H0GA13149,"GONZALES, CAESAR",C,2,REP,10385.47,0.0,10549.12,0.0,68.82,-94.83,4085.47,5235.0,0.0,0.0,0.0,5235.0,1065.0,GA,13.0,,,,,,0.0,0.0,06/21/2020,0.0,0.0,2020,H
893,H8GA13027,"COWEN, MARTIN LINDSEY MR. III",C,3,LIB,17992.96,0.0,17996.74,0.0,83.3,79.52,1788.2,2200.0,0.0,4420.0,0.0,12500.0,6060.0,GA,13.0,,,,,,0.0,7830.0,12/31/2020,0.0,0.0,2020,H
894,H0GA14097,"VAN AUSDAL, KEVIN",O,1,DEM,150457.5,0.0,126712.34,0.0,0.0,23745.16,0.0,0.0,3000.0,3000.0,0.0,0.0,147457.5,GA,14.0,,,,,,0.0,0.0,12/31/2020,25026.12,0.0,2020,H
896,H0GA06192,"GREENE, MARJORIE TAYLOR MRS.",O,2,REP,2631427.34,0.0,2259896.17,0.0,0.0,371531.17,3724.89,950000.0,0.0,0.0,0.0,950000.0,1611161.84,GA,14.0,,,,,,59750.0,0.0,12/31/2020,17703.85,0.0,2020,H
897,H0GA07257,"BULLOCK, BENJAMIN E.",O,2,REP,375371.25,0.0,375371.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370464.95,GA,14.0,,,,,,4906.3,0.0,11/23/2020,32200.0,0.0,2020,H
898,H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",I,2,REP,801737.4,60955.82,851266.69,0.0,1944503.48,1894974.19,0.0,0.0,0.0,0.0,0.0,0.0,140949.0,GA,14.0,,,,,,548250.0,0.0,12/31/2020,47350.0,80000.0,2020,H
899,H0GA14030,"FULLER, CLAYTON",O,2,REP,361629.42,0.0,361629.42,0.0,0.0,0.0,0.0,217666.43,0.0,2412.42,0.0,215254.01,138962.99,GA,14.0,,,,,,5000.0,0.0,10/01/2020,11675.0,0.0,2020,H
900,H0GA14048,"COWAN, JOHN DR.",O,2,REP,1459715.24,0.0,1448097.52,0.0,0.0,11617.72,2800.0,275000.0,0.0,0.0,0.0,275000.0,1012959.7,GA,14.0,,,,,,163285.54,0.0,12/31/2020,13250.0,2500.0,2020,H
901,H0GA14071,"COOKE, KEVIN",O,2,REP,147624.1,0.0,147624.1,0.0,0.0,0.0,844.1,0.0,0.0,0.0,0.0,0.0,133430.0,GA,14.0,,,,,,10400.0,0.0,09/30/2020,2600.0,0.0,2020,H
902,H0GA14089,"BARGE, JOHN D",O,2,REP,180726.0,0.0,180726.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,150000.0,28226.0,GA,14.0,,,,,,2000.0,0.0,12/31/2020,0.0,0.0,2020,H
903,H0GA14105,"HEMBREE, BILL",O,2,REP,256975.0,0.0,256975.0,0.0,0.0,0.0,0.0,240000.0,0.0,6606.84,0.0,0.0,13475.0,GA,14.0,,,,,,1000.0,2500.0,06/30/2020,0.0,0.0,2020,H
904,H0GA14113,"LAUGHRIDGE, MATTHEW",O,2,REP,346832.0,0.0,346412.66,0.0,0.0,419.34,0.0,250000.0,0.0,0.0,0.0,250000.0,91832.0,GA,14.0,,,,,,5000.0,0.0,12/31/2020,5800.0,0.0,2020,H
905,H0GA14121,"GUNTHER, ANDREAS (ANDY)",O,2,REP,14855.25,0.0,14736.26,0.0,0.0,118.99,339.34,7095.91,6050.0,0.0,0.0,13145.91,1370.0,GA,14.0,,,,,,0.0,0.0,06/30/2020,0.0,0.0,2020,H
906,H0GU01035,"UNDERWOOD, ROBERT ANACLETUS",C,1,DEM,246097.4,0.0,245968.43,0.0,0.0,128.97,55875.0,9500.0,0.0,0.0,0.0,9500.0,179222.4,GU,0.0,,,,,,1500.0,0.0,12/31/2020,100.0,0.0,2020,H
907,H2GU00025,"UNDERWOOD, ROBERT ANACLETUS",C,1,DEM,246097.4,0.0,245968.43,0.0,0.0,128.97,55875.0,9500.0,0.0,0.0,0.0,9500.0,179222.4,GU,0.0,,,,,,1500.0,0.0,12/31/2020,100.0,0.0,2020,H
908,H8GU01020,"SAN NICOLAS, MICHAEL F.Q. MR.",I,1,DEM,94956.0,0.0,95135.99,0.0,21044.32,20864.33,0.0,0.0,0.0,0.0,0.0,27650.49,68956.0,GU,0.0,,,,,,16500.0,9500.0,12/31/2020,9000.0,0.0,2020,H
909,H0GU01027,"CASTRO, WILLIAM MENDIOLA",C,2,REP,38779.86,0.0,43889.67,0.0,0.0,-5109.81,0.0,0.0,0.0,0.0,0.0,0.0,38779.86,GU,0.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
911,H2HI02128,"CASE, EDWARD",I,1,DEM,606355.5,0.0,570675.23,0.0,81021.06,116701.33,0.0,0.0,0.0,98056.34,0.0,53229.7,202793.5,HI,1.0,,,,,,403562.0,0.0,12/31/2020,50.0,0.0,2020,H
912,H4HI01134,"TAKAI, KYLE MARK",I,1,DEM,171.0,0.0,32646.26,0.0,35285.77,2810.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HI,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
915,H8HI01200,"CHIN, DOUG",O,1,DEM,1794.26,0.0,8751.8,0.0,6957.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HI,1.0,,,,,,1700.0,0.0,12/31/2020,300.0,0.0,2020,H
916,H8HI01226,"FUKUMOTO, BETH",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HI,1.0,,,,,,0.0,0.0,03/31/2020,0.0,0.0,2020,H
917,H0HI01157,"DJOU, CHARLES K",O,2,REP,0.0,0.0,2241.49,0.0,5042.24,2800.75,0.0,0.0,0.0,0.0,0.0,0.01,0.0,HI,1.0,,,,,,0.0,0.0,09/30/2020,0.0,0.0,2020,H
918,H0HI01280,"OLSON, NANCY LYNN",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HI,1.0,,,,,,0.0,0.0,09/30/2020,0.0,0.0,2020,H
919,H0HI01298,"CURTIS, RON",C,2,REP,15499.85,0.0,15609.17,0.0,0.0,-109.32,0.0,11796.49,0.0,2962.33,0.0,8834.16,3703.36,HI,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
920,H8HI00012,"CAVASSO, CAMPBELL",O,2,REP,0.0,0.0,1483.41,0.0,1483.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HI,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
921,H0HI01058,"MATSUNAGA, MATTHEW",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98909.97,0.0,HI,2.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
922,H0HI02155,"KAHELE, KAIALI'I",O,1,DEM,1253138.86,27345.99,1059752.97,0.0,0.0,193385.89,787.69,0.0,0.0,0.0,0.0,0.0,873465.54,HI,2.0,,,,,,345562.01,500.0,12/31/2020,12138.23,500.0,2020,H
923,H0HI02189,"FAMERA, ASHLEY NOELLE",O,1,DEM,0.0,0.0,0.0,0.0,100.0,281.08,100.0,0.0,0.0,0.0,0.0,0.0,423.0,HI,2.0,,,,,,0.0,0.0,07/15/2020,0.0,0.0,2020,H
924,H2HI02508,"GABBARD, TULSI",I,1,DEM,737136.68,653000.0,2624858.61,2500000.0,2016417.9,128695.97,0.0,0.0,0.0,0.0,0.0,0.0,82761.58,HI,2.0,,,,,,0.0,0.0,12/31/2020,8571.0,0.0,2020,H
925,H6HI01113,"HANNEMANN, MULIUFI F 'MUFI'",O,1,DEM,36203.78,0.0,32831.25,0.0,-293.21,3079.32,0.0,36000.0,0.0,0.0,0.0,329765.19,0.0,HI,2.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
926,H0HI02213,"AKANA, JOSEPH S",O,2,REP,64517.78,0.0,66938.15,0.0,0.0,-2420.37,22186.58,7500.0,0.0,0.0,0.0,7500.0,34831.2,HI,2.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
927,H0HI02221,"KANESHIRO, ELISE HATSUKO",O,2,REP,1167.73,0.0,795.85,0.0,0.0,371.88,0.0,79.83,0.0,79.83,0.0,0.0,1087.9,HI,2.0,,,,,,0.0,0.0,08/11/2020,0.0,0.0,2020,H
928,H0HI02254,"NAGAMINE, ROBERT K",O,2,REP,9356.64,0.0,9356.64,0.0,0.0,0.0,1350.38,2000.0,0.0,1155.38,0.0,0.0,6006.26,HI,2.0,,,,,,0.0,0.0,09/01/2020,0.0,0.0,2020,H
929,H0HI02312,"QUEL, RAYMOND S.",O,2,REP,10091.58,0.0,10091.58,0.0,0.0,0.0,10091.58,0.0,0.0,0.0,0.0,0.0,0.0,HI,2.0,,,,,,0.0,0.0,09/07/2020,0.0,0.0,2020,H
930,H0HI02197,"HOOMANAWANUI, JONATHAN",O,3,OTH,1883.0,0.0,1522.31,0.0,0.0,585.08,1860.0,0.0,0.0,0.0,0.0,0.0,23.0,HI,2.0,,,,,,0.0,0.0,10/14/2020,0.0,0.0,2020,H
931,H8IA01094,"FINKENAUER, ABBY",I,1,DEM,5938111.02,661945.81,5912075.08,0.0,28983.42,55019.36,0.0,0.0,0.0,0.0,0.0,9250.0,3881981.9,IA,1.0,,,,,,1325777.91,19004.59,12/31/2020,25135.42,3000.0,2020,H
932,H0IA01174,"ARENHOLZ, ASHLEY HINSON",C,2,REP,5178803.11,139304.67,5062131.23,45985.82,0.0,116671.88,2800.0,0.0,0.0,0.0,0.0,72500.0,4637837.84,IA,1.0,,,,,,393315.6,5000.0,12/31/2020,2375.0,0.0,2020,H
933,H0IA01182,"HANSEN, THOMAS",C,2,REP,5646.54,0.0,6662.96,1992.84,0.0,-996.42,512.74,0.0,0.0,0.0,0.0,0.0,5133.8,IA,1.0,,,,,,0.0,0.0,10/23/2020,0.0,0.0,2020,H
934,H2IA01055,"BLUM, RODNEY",I,2,REP,22733.44,21985.57,19426.66,0.0,87651.4,-59.79,0.0,0.0,0.0,0.0,0.0,0.0,615.06,IA,1.0,,,,,,0.0,0.0,12/31/2020,6400.0,0.0,2020,H
935,H0IA02156,"HART, RITA",O,1,DEM,4262215.2,439092.13,4143623.13,0.0,0.0,118592.07,471.89,0.0,0.0,0.0,2569.57,0.0,2987908.47,IA,2.0,,,,,,651759.69,18500.0,12/31/2020,26296.13,0.0,2020,H
936,H6IA02146,"LOEBSACK, DAVID WAYNE",I,1,DEM,155214.63,0.0,775438.65,0.0,668853.44,48629.42,0.0,0.0,0.0,0.0,0.0,0.0,40017.63,IA,2.0,,,,,,84500.0,0.0,12/31/2020,7600.0,10000.0,2020,H
937,H0IA02164,"SCHILLING, ROBERT TODD",O,2,REP,157617.97,0.0,156688.06,0.0,100.0,35.98,306.55,0.0,0.0,0.0,0.0,0.0,146811.42,IA,2.0,,,,,,10500.0,0.0,12/31/2020,0.0,0.0,2020,H
938,H0IA02198,"PHILLIPS, RICKY LEE",O,2,REP,3478.15,0.0,3628.15,0.0,0.0,0.0,93.15,3000.0,3000.0,300.0,0.0,0.0,385.0,IA,2.0,,,,,,0.0,0.0,06/30/2020,0.0,0.0,2020,H
939,H0IA02206,"EVERLY, STEVEN R",O,2,REP,16416.74,0.0,15086.46,0.0,6000.0,7882.48,0.0,16000.0,0.0,0.0,0.0,0.0,416.74,IA,2.0,,,,,,0.0,0.0,07/14/2020,0.0,0.0,2020,H
940,H6IA02161,"PETERS, CHRISTOPHER",C,2,REP,353.59,0.0,613.11,0.0,773.11,160.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,IA,2.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
941,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",C,2,REP,2192220.49,73630.02,1739952.54,0.0,144.61,452412.56,23847.22,195000.0,0.0,1000.0,0.0,194000.0,1186146.04,IA,2.0,,,,,,367020.0,7000.0,12/31/2020,10467.18,2000.0,2020,H
943,H6IA03235,"ADAMS, DESMUND DOUGLAS",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.95,0.0,IA,3.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
944,H8IA03124,"AXNE, CINDY",I,1,DEM,6294903.05,563238.04,6294921.24,3200.0,19538.78,19520.59,0.0,0.0,0.0,0.0,0.0,24646.04,4412413.21,IA,3.0,,,,,,1268619.66,21099.99,12/31/2020,25104.25,3290.66,2020,H
948,H0IA03139,"ZAUN, BRAD",O,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22987.69,0.0,IA,3.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
950,H0IA03204,"SCHAFER, WILLIAM",C,2,REP,21836.49,0.0,20913.29,0.0,0.0,-3655.09,2719.4,0.0,0.0,0.0,0.0,0.0,18792.09,IA,3.0,,,,,,0.0,0.0,06/16/2020,0.0,0.0,2020,H
951,H4IA03115,"YOUNG, DAVID",C,2,REP,3215369.8,132364.09,3139878.92,56774.27,12799.7,88290.58,1979.25,0.0,0.0,0.0,0.0,0.0,2429422.75,IA,3.0,,,,,,636036.31,9000.0,12/31/2020,28180.0,10600.0,2020,H
952,H8IA03082,"SCHMETT, KIM",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.59,0.0,IA,3.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
955,H8IA04106,"SCHOLTEN, JAMES D.",C,1,DEM,2913538.56,30975.3,2929626.12,0.0,69199.99,53112.43,0.0,0.0,0.0,0.0,0.0,0.0,2734204.37,IA,4.0,,,,,,132103.25,6050.0,12/31/2020,18357.63,0.0,2020,H
956,H0IA04129,"RICHARDS, BRET A DR.",C,2,REP,285390.17,0.0,285300.45,0.0,0.0,89.72,6574.22,231900.0,0.0,20000.0,0.0,211900.0,41315.95,IA,4.0,,,,,,5600.0,0.0,12/31/2020,1000.0,0.0,2020,H
957,H0IA04137,"TAYLOR, JEREMY",C,2,REP,170532.92,0.0,170532.92,0.0,0.0,0.0,603.1,0.0,0.0,0.0,0.0,0.0,167729.05,IA,4.0,,,,,,2000.0,0.0,10/14/2020,14900.0,0.0,2020,H
958,H0IA04145,"FEENSTRA, RANDALL",C,2,REP,1907336.43,56542.35,1895390.16,0.0,0.0,11946.27,4700.0,0.0,0.0,0.0,0.0,137775.35,1307009.2,IA,4.0,,,,,,535834.88,3250.0,12/31/2020,1102.1,0.0,2020,H
959,H0IA04152,"REEDER, STEVEN",C,2,REP,102008.56,0.0,102190.02,0.0,0.0,-181.46,11206.1,47777.46,0.0,0.0,0.0,0.0,43025.0,IA,4.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
960,H2IA05072,"KING, STEVE MR.",I,2,REP,391616.03,0.0,409757.27,0.0,26220.5,8079.26,0.0,0.0,0.0,0.0,0.0,0.0,374100.07,IA,4.0,,,,,,15520.0,60.0,12/31/2020,0.0,0.0,2020,H
962,H0IA05092,"CAMPBELL, MATTHEW",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45636.41,0.0,IA,5.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
963,H0ID01311,"SOTO, RUDY",C,1,DEM,305168.95,0.0,305168.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280386.32,ID,1.0,,,,,,17050.0,1582.5,12/07/2020,1116.64,0.0,2020,H
966,H0ID01303,"JONES, NICHOLAS",C,2,REP,64782.17,0.0,64782.17,0.0,0.0,0.0,46800.21,7707.87,0.0,4599.0,0.0,16937.91,10271.19,ID,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
967,H6ID01177,"SALI, WILLIAM T.",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID,1.0,,,,,,0.0,0.0,09/30/2020,0.0,0.0,2020,H
968,H8ID01124,"FULCHER, RUSSELL",I,2,REP,582993.13,3323.58,515964.61,0.0,35802.28,102830.8,0.0,0.0,0.0,0.0,0.0,0.0,219161.7,ID,1.0,,,,,,358050.0,750.0,12/31/2020,5800.0,0.0,2020,H
969,H8ID01132,"SNYDER, MICHAEL",O,2,REP,0.0,0.0,0.0,0.0,1908.38,1908.38,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,ID,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
970,H8ID01140,"MALEK, LUCAS TODD",O,2,REP,250.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,14124.27,0.0,ID,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
972,H8ID02148,"SWISHER, CARLTON AARON",C,1,DEM,74674.43,0.0,74268.32,0.0,7444.46,7850.57,100.0,3700.0,0.0,3700.0,0.0,0.0,66455.93,ID,2.0,,,,,,4000.0,118.5,12/31/2020,0.0,0.0,2020,H
973,H8ID02064,"SIMPSON, MICHAEL",I,2,REP,1010346.7,0.0,1101104.36,369400.0,267071.57,176313.91,0.0,0.0,0.0,0.0,0.0,0.0,260243.41,ID,2.0,,,,,,749852.99,0.0,12/31/2020,1500.0,0.0,2020,H
975,H2IL01042,"RUSH, BOBBY LEE",I,1,DEM,545760.47,0.0,500779.36,0.0,66639.54,111620.65,0.0,0.0,0.0,0.0,0.0,25589.43,76485.28,IL,1.0,,,,,,466500.0,0.0,12/31/2020,550.09,1000.0,2020,H
976,H0IL01194,"WHITE, PHILANISE",C,2,REP,6288.6,0.0,5047.85,0.0,0.0,927.55,0.0,0.0,0.0,0.0,0.0,0.0,6288.6,IL,1.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
978,H2IL02172,"KELLY, ROBIN",I,1,DEM,1639545.16,14345.94,1112899.55,0.0,487767.16,1014412.77,250.0,0.0,0.0,0.0,0.0,0.0,562627.52,IL,2.0,,,,,,1061576.32,0.0,12/31/2020,4260.0,500.0,2020,H
980,H0IL03091,"MATTHEW, ABRAHAM THOMAS",C,1,DEM,84015.14,0.0,70355.69,0.0,0.0,13659.45,2155.14,47000.0,0.0,0.0,0.0,47000.0,34860.0,IL,3.0,,,,,,0.0,0.0,12/31/2020,21876.0,0.0,2020,H
981,H0IL03109,"DARWISH, RUSH MR",C,1,DEM,872010.13,0.0,834328.39,530.0,0.0,37681.74,105.0,80750.0,0.0,30750.0,0.0,50000.0,787436.2,IL,3.0,,,,,,0.0,0.0,03/31/2020,3000.0,0.0,2020,H
982,H4IL03077,"LIPINSKI, DANIEL WILLIAM WILLIAM",I,1,DEM,1751438.48,60182.69,2170908.37,0.0,450084.11,30684.81,0.0,0.0,0.0,0.0,0.0,10000.0,853193.48,IL,3.0,,,,,,832710.0,5000.0,12/31/2020,111819.01,51700.0,2020,H
983,H8IL03102,"NEWMAN, MARIE",C,1,DEM,2835512.46,0.0,2732742.44,0.0,70.52,102840.54,3777.75,0.0,0.0,0.0,0.0,10642.68,2495160.85,IL,3.0,,,,,,331789.55,0.0,12/31/2020,25243.58,3400.0,2020,H
984,H0IL03117,"FRICILONE, MIKE",C,2,REP,128457.99,0.0,127979.6,0.0,0.0,478.39,0.0,39009.0,0.0,0.0,0.0,39009.0,88348.99,IL,3.0,,,,,,0.0,1100.0,12/31/2020,0.0,0.0,2020,H
987,H2IL08039,"GUTIERREZ, LUIS V",I,1,DEM,2186.62,0.0,14711.1,0.0,13354.91,830.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,4.0,,,,,,0.0,0.0,07/31/2020,0.0,0.0,2020,H
989,H8IL04134,"GARCIA, JESUS",I,1,DEM,838108.77,0.0,726422.03,0.0,15070.46,126757.2,0.0,0.0,0.0,0.0,0.0,0.0,390673.61,IL,4.0,,,,,,415300.0,5000.0,12/31/2020,7200.0,7500.0,2020,H
990,H8IL04159,"FLORES, SOL",O,1,DEM,0.0,0.0,12209.43,0.0,12209.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,4.0,,,,,,0.0,0.0,12/31/2020,5299.3,0.0,2020,H
991,H0IL04081,"SOLORIO, JESUS EDUARDO JR",C,2,REP,2065.0,0.0,843.27,0.0,0.0,1129.34,0.0,0.0,0.0,0.0,0.0,0.0,2065.0,IL,4.0,,,,,,0.0,0.0,11/23/2020,0.0,0.0,2020,H
